"Country","Unique.Line.ID","Comment","Ease.of.Use_POS_IMG","Reliability_POS_IMG","Innovation_POS_IMG","Connectivity_POS_IMG","Image.Quality_POS_IMG","Workflow.Experience_POS_IMG","Dose..CT..DXR.iXR.ONLY._POS_IMG","Uptime.MRI.Only._POS_IMG","Brand.Reputation_POS_IMG","Sales.Rep_POS_IMG","Trust_POS_IMG","Company.Experience_POS_IMG","Response.time_POS_IMG","Service.Parts_POS_IMG","Service.Rep_POS_IMG","Training.Application.Support_POS_IMG","Overall.Repair.Quality_POS_IMG","Overall.Communication_POS_IMG","Equipment.Price_POS_IMG","Service.Price_POS_IMG","On.time.Delivery_POS_IMG","Installation.Phase_POS_IMG","Other_POS_IMG","Ease.of.Use_NEG_IMG","Reliability_NEG_IMG","Innovation_NEG_IMG","Connectivity_NEG_IMG","Image.Quality_NEG_IMG","Workflow.Experience_NEG_IMG","Dose..CT..DXR.iXR.ONLY._NEG_IMG","Uptime.MRI.Only._NEG_IMG","Brand.Reputation_NEG_IMG","Sales.Rep_NEG_IMG","Trust_NEG_IMG","Company.Experience_NEG_IMG","Response.time_NEG_IMG","Service.Parts_NEG_IMG","Service.Rep_NEG_IMG","Training.Application.Support_NEG_IMG","Overall.Repair.Quality_NEG_IMG","Overall.Communication_NEG_IMG","Equipment.Price_NEG_IMG","Service.Price_NEG_IMG","On.time.Delivery_NEG_IMG","Installation.Phase_NEG_IMG","Other_NEG_IMG","Not.Useful"
"Germany","J16DE12662-8.1","Great image quality, boots quickly, unbreakable. No.",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE10245-9.1","Easy to operate. The image quality is good. The price/performance ratio is correct. The time between when the equipment is powered on and when you can actually use it is very long. Expensive interface with medical software.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Germany","J16DE10581-9.1","Good service, good training, ok price. Very long boot time for older models.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE10598-9.2","Good selection of equipment available. None.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE10664-9.2","Good processing, relatively easy to use. Too heavy, not very mobile.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE10669-9.1","Image quality, user-friendliness, and comfort. No negative comments.",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE10669-9.2","Is not currently in use. Is not currently in use.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Germany","J16DE10671-9.1","Robust, easy to operate. Expensive.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Germany","J16DE10671-9.2","No downtimes. Expensive, equipment is too large.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Germany","J16DE10679-9.2","Good image quality, use. None.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE10685-9.1","Good image quality, handling, good support. Price.",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Germany","J16DE10692-9.1","Very good image quality, very sensitive, good interfaces. Sometimes too sensitive, upgrading can be difficult.",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Germany","J16DE10692-9.2","Boots quickly, good overview. Modest image quality, can be difficult to understand.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE10703-9.1","Good technology with a lot of innovations. Good image quality, simple to use. Poor support and software update / service.",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"Germany","J16DE10717-9.1","Good equipment, durable, good interface, somewhat too heavy. None.",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE10717-9.2","Good price, switching transducers takes a very long time. None.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Germany","J16DE10718-9.1","Compact equipment, easy to use, very good image quality. Relatively poor color Doppler, KM sonogram upgrade is expensive.",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Germany","J16DE10718-9.2","Reliable equipment, already outdated. Technology no longer up-to-date.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE10719-9.2","Good imaging, good service, discount. Somewhat cumbersome to use.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE10749-9.1","Very good image quality, simple to use. None.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE10749-9.2","User-friendly interface. None.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE10789-9.1","Excellent image quality and product reliability. Ideal for this unit. Large, the cable mount (swivel arm) is fragile and difficult to replace.",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE10815-9.2","Smaller devices, easy to use. Very few user instructions during use, not easy for beginners.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Germany","J16DE10834-9.1","Good image quality, user-friendly. It boots slowly.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE10839-9.1","Tried and trued, all modalities. Poor service, prone to repairs.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Germany","J16DE10839-9.2","Perfect imaging, flexible use, even for echo. Price.",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Germany","J16DE10855-9.1","I enjoy working with it. Battery often doesn't last long enough.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE10862-9.1","Very robust, mobile. Has become expensive, image quality is no longer comparable to competitors.",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Germany","J16DE10862-9.2","Mobile, good image quality, multi-functional, also suitable for cardio. Unfortunately, it's expensive.",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE10875-9.1","Easy operation, very good price/performance ratio. Devices often offer too many features that aren't used.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE10882-9.1","Easy to use, virtually self-explanatory, good integration into the existing system. Barely any.",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE10900-9.1","Ease of use is a given. Price is unfortunately somewhat high.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Germany","J16DE10918-9.2","Good connectivity, good quality. Nothing.",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE10922-9.2","Too long ago. Don't remember any details. Too long ago. Don't remember any details.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Germany","J16DE10938-9.1","Very easy to operate, robust, reliable. Too many features in the device to be used in the ICU.",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE10938-9.2","Easy to operate, good image quality, excellent customer service. Somewhat more difficult to create images.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE10976-9.1","High resolution, easy to operate. Design, occasional service.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE10976-9.2","Positive feedback, like Toshiba. Like Toshiba.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE10981-9.1","Best image quality. Service is sub-optimal.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Germany","J16DE10982-9.1","Reliable, good price/performance ratio. None.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE10982-9.2","Reliable, good price/performance ratio, good support. Nothing.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE10995-9.1","Price/performance ratio, quality, easy to use. No response for negative comments.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Germany","J16DE11001-9.1","Good image quality, good equipment, good operation. Menu navigation is sometimes complicated (saving, etc.).",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE11001-9.2","Good operability. No proprietary TEE probe.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE11031-9.1","The device is easy to use, not prone to malfunctions, and has good support. None.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE11033-9.1","Resolution in fetal US is simply unbeatable, as is the Doppler speed. Naturally, somewhat more expensive.",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Germany","J16DE11033-9.2","Very handy. Weak in terms of image resolution, works slowly.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE11068-9.1","Very good image quality, user-friendly, intuitive to use. None.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE11068-9.2","Older equipment, performance is still acceptable, easy to use. Has reached its life expectancy.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE11096-9.1","Easy to use, quality, mobile. In the meantime, better, smaller, more lightweight machines have been developed, poor battery life, only still works if connected to the network.",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE11100-9.2","Good resolution, reliable. Nothing negative.",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE11114-9.2","New, but good customer service. So far, none.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE11132-9.1","Reliable, easy to use. None, we're satisfied with the devices.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE11155-9.1","Excellent image quality, many image optimization options. A bit cumbersome to use.",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE11160-9.1","Good image quality. Very high image resolution, which allows us to depict areas in great detail. Price was still too high. Monitor should be larger.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Germany","J16DE11169-9.1","Image quality, reliability, technical support. Innovation.",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE11169-9.2","Reliability, fast support, exchange. Innovation in 3-D.",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE11170-9.1","Exceptionally good image quality, good interface with IT, service is easy to reach. Equipment is relatively sensitive, difficult to disinfect.",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE11179-9.1","Long-term positive experiences with cooperation. Sometimes rather bureaucratic.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE11179-9.2","Good display. Applications were only moderately intuitive.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE11192-9.2","Good image quality, relatively easy to use. None.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE11199-9.1","Equipment easy to use, good image quality, large selection of accessories. Equipment easy to transport. Not the cheapest product, poor battery life when not plugged in.",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Germany","J16DE11221-9.1","Offers a very good price/performance ratio and very reliable service. None.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE11221-9.2","Very good image resolution and depiction of tissues. None.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE11238-9.1","Excellent image quality, very good teaching tool. None.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE11238-9.2","Functions well. Image quality could be improved.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE11243-9.2","Good image quality. Acceptable price.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE11244-9.1","Reliable, intuitive, universal use (GY, general surgery, IM, etc.). Unwieldy, slow.",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE11244-9.2","Good image quality, fast boot time, can be used individually. None.",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE11255-9.1","Very good functionality. Still no HIS integration.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE11261-9.1","Good performance. Less user-friendly.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE11261-9.2","Functions well, convenient to use, no problems. Worse images.",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE11263-9.2","Excellent image quality. The B image is generally too “faint” with Philips.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE11283-9.2","Good image quality, good documentation opportunities, good service, good training. None.",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE11348-9.1","Durable, good technology, easy to handle. Too loud.",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE11348-9.2","Good handling, very quiet, good design. None.",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE11361-9.1","Good image quality, reliable ultrasound transducers. --",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE11361-9.2","No Philips ultrasound currently in use, none planned. --",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Germany","J16DE11365-9.1","Easy to operate, good image quality, tried and tested on the market, functionality. Prone to repairs.",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE11367-9.1","Easy to use. Many sonography options. Changing the various transducers is somewhat complicated.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE11370-9.1","Very good price-performance ratio. None.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE11372-9.1","Reliable technology, service workers are available when problems arise. Often an expensive product.",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE11411-9.1","Good experiences, easy to use, easy to master. None, no negative experiences in particular.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE11413-9.1","Very clear control panel, good ultrasound quality, good service, universally usable. None.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE11413-9.2","The previous device was used until three years ago, OBS ultrasound was very good at the time. Service took too long, was too expensive.",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Germany","J16DE11419-9.2","Good operability. Harder to use, poor integration with our computer system.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE11431-9.1","Good quality, good service, durable. Expensive.",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Germany","J16DE11431-9.2","Fast assistance with issues. Expensive.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Germany","J16DE11462-9.1","Good handling, most important functions are intuitive to use. Some functions require explicit training/time-consuming study to learn to use.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Germany","J16DE11462-9.2","Good image quality, use is rather simple. But too many options that are time-consuming to explore.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE11465-9.1","Fast image composition / various modes (B flow / elastography / 4-D), supplier workshops, good dialogue. Short battery life.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE11468-9.1","Good service, easy use by various users. None.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE11476-9.1","Good depiction of images. Very large equipment.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE11522-9.1","Reliable and technologically advanced product with good usability. Often not adapted enough to the customers' concrete needs.",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","J16DE11522-9.2","It is very good and has excellent image quality. It is disproportionately expensive and was, surprisingly, approved.",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Germany","J16DE11525-9.1","Good, reliable equipment. Still very expensive equipment, even though it is comparably more affordable.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Germany","J16DE11533-9.1","Large product catalog, good usability and quality. Favorable price/performance ratio. None.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
